# X Y Z T_K
0.02 0.026 0.02 319.257310263
0.02 0.026 0.03 319.257418915
0.02 0.026 0.04 319.25748556
0.02 0.026 0.05 319.257328732
0.02 0.026 0.06 319.257513574
0.02 0.026 0.07 319.257821555
0.02 0.026 0.08 319.257965302
0.02 0.028 0.01 319.268810808
0.02 0.028 0.02 319.268906689
0.02 0.028 0.03 319.269033804
0.02 0.028 0.04 319.269189192
0.02 0.028 0.05 319.26903966
0.02 0.028 0.06 319.269114713
0.02 0.028 0.07 319.269551172
0.02 0.028 0.08 319.269753976
0.02 0.03 0.01 319.281927085
0.02 0.03 0.02 319.281965713
0.02 0.03 0.03 319.282108824
0.02 0.03 0.04 319.282292485
0.02 0.03 0.05 319.282212032
0.02 0.03 0.06 319.282226066
0.02 0.03 0.07 319.282748636
0.02 0.03 0.08 319.283303257
0.02 0.032 0.01 319.296610907
0.02 0.032 0.02 319.296622192
0.02 0.032 0.03 319.296637775
0.02 0.032 0.04 319.296896338
0.02 0.032 0.05 319.296851241
0.02 0.032 0.06 319.296954028
0.02 0.032 0.07 319.297385116
0.02 0.032 0.08 319.608666608
0.02 0.034 0.01 319.312922235
0.02 0.034 0.02 319.312912732
0.02 0.034 0.03 319.312863908
0.02 0.034 0.04 319.31312851
0.02 0.034 0.05 319.313054349
0.02 0.034 0.06 319.313248308
0.02 0.034 0.07 319.313524891
0.02 0.034 0.08 319.582260741
0.02 0.036 0.01 319.330892034
0.02 0.036 0.02 319.330875903
0.02 0.036 0.03 319.330687422
0.02 0.036 0.04 319.330923841
0.02 0.036 0.05 319.330975826
0.02 0.036 0.06 319.331176361
0.02 0.036 0.07 319.331388073
0.02 0.036 0.08 319.331534084
0.02 0.038 0.01 319.350655813
0.02 0.038 0.02 319.350654131
0.02 0.038 0.03 319.350349245
0.02 0.038 0.04 319.350714402
0.02 0.038 0.05 319.350772293
0.02 0.038 0.06 319.3510652
0.02 0.038 0.07 319.351171427
0.02 0.038 0.08 319.992311792
0.02 0.04 0.01 319.3724185
0.02 0.04 0.02 319.372445267
0.02 0.04 0.03 319.372370607
0.02 0.04 0.04 319.372512487
0.02 0.04 0.05 319.372558827
0.02 0.04 0.06 319.373065258
0.02 0.04 0.07 319.3730856
0.02 0.04 0.08 319.893147757
0.02 0.042 0.01 319.396401988
0.02 0.042 0.02 319.396503092
0.02 0.042 0.03 319.396524385
0.02 0.042 0.04 319.396565943
0.02 0.042 0.05 319.396560416
0.02 0.042 0.06 319.397251599
0.02 0.042 0.07 319.397375595
0.02 0.042 0.08 319.396682507
0.02 0.044 0.01 319.422906624
0.02 0.044 0.02 319.422991316
0.02 0.044 0.03 319.423029832
0.02 0.044 0.04 319.423038955
0.02 0.044 0.05 319.423019473
0.02 0.044 0.06 319.423819015
0.02 0.044 0.07 319.424129394
0.02 0.044 0.08 319.423458583
0.02 0.046 0.01 319.452477032
0.02 0.046 0.02 319.452444734
0.02 0.046 0.03 319.452372215
0.02 0.046 0.04 319.452280164
0.02 0.046 0.05 319.45224523
0.02 0.046 0.06 319.453103106
0.02 0.046 0.07 319.453611562
0.02 0.046 0.08 319.452736009
0.02 0.048 0.01 319.485648294
0.02 0.048 0.02 319.485373948
0.02 0.048 0.03 319.485120347
0.02 0.048 0.04 319.484973115
0.02 0.048 0.05 319.484676307
0.02 0.048 0.06 319.485736512
0.02 0.048 0.07 319.48644047
0.02 0.048 0.08 319.484975049
0.02 0.05 0.01 319.523146397
0.02 0.05 0.02 319.522456275
0.02 0.05 0.03 319.522323946
0.02 0.05 0.04 319.522279834
0.02 0.05 0.05 319.521780525
0.02 0.05 0.06 319.52291598
0.02 0.05 0.07 319.523602248
0.02 0.05 0.08 319.521935219
0.02 0.052 0.01 319.566923974
0.02 0.052 0.02 319.565905191
0.02 0.052 0.03 319.565792686
0.02 0.052 0.04 319.565782988
0.02 0.052 0.05 319.565077314
0.02 0.052 0.06 319.566618935
0.02 0.052 0.07 319.567031242
0.02 0.052 0.08 319.564975674
0.02 0.054 0.01 319.628061753
0.02 0.054 0.02 319.625172054
0.02 0.054 0.03 319.624854025
0.02 0.054 0.04 319.625897991
0.02 0.054 0.05 319.626361739
0.02 0.054 0.06 319.626981516
0.02 0.054 0.07 319.62606539
0.02 0.054 0.08 319.625580876
0.02 0.056 0.01 320.820266671
0.02 0.056 0.02 320.880492133
0.02 0.056 0.03 320.87845676
0.02 0.056 0.04 320.878557824
0.02 0.056 0.05 320.882344601
0.02 0.056 0.06 320.894845312
0.02 0.056 0.07 320.875789352
0.02 0.056 0.08 320.815899081
0.02 0.058 0.01 322.617458763
0.02 0.058 0.02 322.648485761
0.02 0.058 0.03 322.634027772
0.02 0.058 0.04 322.638776609
0.02 0.058 0.05 322.650935841
0.02 0.058 0.06 322.669906963
0.02 0.058 0.07 322.633116358
0.02 0.058 0.08 322.607391699
0.02 0.06 0.01 323.71232122
0.02 0.06 0.02 323.739708404
0.02 0.06 0.03 323.722168644
0.02 0.06 0.04 323.733415221
0.02 0.06 0.05 323.742236504
0.02 0.06 0.06 323.751505199
0.02 0.06 0.07 323.721755377
0.02 0.06 0.08 323.692068277
0.02 0.062 0.01 324.485991812
0.02 0.062 0.02 324.488976486
0.02 0.062 0.03 324.495735278
0.02 0.062 0.04 324.499090566
0.02 0.062 0.05 324.499975874
0.02 0.062 0.06 324.513576707
0.02 0.062 0.07 324.470749799
0.02 0.062 0.08 325.009837867
0.02 0.064 0.01 325.035351005
0.02 0.064 0.02 325.033296738
0.02 0.064 0.03 325.037926887
0.02 0.064 0.04 325.031629452
0.02 0.064 0.05 325.025587757
0.02 0.064 0.06 325.042799533
0.02 0.064 0.07 324.994040322
0.02 0.064 0.08 325.901098565
0.02 0.066 0.01 325.895660769
0.02 0.066 0.02 325.421943408
0.02 0.066 0.03 325.424439492
0.02 0.066 0.04 325.413550971
0.02 0.066 0.05 325.409927149
0.02 0.066 0.06 325.42313667
0.02 0.066 0.07 325.379193255
0.02 0.066 0.08 325.376447078
0.02 0.068 0.01 326.54535151
0.02 0.068 0.02 325.700823151
0.02 0.068 0.03 325.700877999
0.02 0.068 0.04 325.6946302
0.02 0.068 0.05 325.690324505
0.02 0.068 0.06 325.698983911
0.02 0.068 0.07 325.666862145
0.02 0.068 0.08 326.496062146
0.02 0.07 0.01 326.457571038
0.02 0.07 0.02 325.90736242
0.02 0.07 0.03 325.907745034
0.02 0.07 0.04 325.904029479
0.02 0.07 0.05 325.897591043
0.02 0.07 0.06 325.902711091
0.02 0.07 0.07 325.885389545
0.02 0.07 0.08 326.635460107
0.02 0.072 0.01 326.07602095
0.02 0.072 0.02 326.067454486
0.02 0.072 0.03 326.069806335
0.02 0.072 0.04 326.066773023
0.02 0.072 0.05 326.060259619
0.02 0.072 0.06 326.061390185
0.02 0.072 0.07 326.05388208
0.02 0.072 0.08 326.040353071
0.02 0.074 0.01 326.209869753
0.02 0.074 0.02 326.200700258
0.02 0.074 0.03 326.203376514
0.02 0.074 0.04 326.195545438
0.02 0.074 0.05 326.194359283
0.02 0.074 0.06 326.197202735
0.02 0.074 0.07 326.18828424
0.02 0.074 0.08 326.446831569
0.02 0.076 0.01 326.326608087
0.02 0.076 0.02 326.319425932
0.02 0.076 0.03 326.318232475
0.02 0.076 0.04 326.309310345
0.02 0.076 0.05 326.309585526
0.02 0.076 0.06 326.315420563
0.02 0.076 0.07 326.305510004
0.02 0.076 0.08 327.111002042
0.02 0.078 0.01 326.434078042
0.02 0.078 0.02 326.429820711
0.02 0.078 0.03 326.425718149
0.02 0.078 0.04 326.416496244
0.02 0.078 0.05 326.416281261
0.02 0.078 0.06 326.425718384
0.02 0.078 0.07 326.412600531
0.02 0.078 0.08 327.215414639
0.02 0.08 0.01 326.792018319
0.02 0.08 0.02 326.534295924
0.02 0.08 0.03 326.531174211
0.02 0.08 0.04 326.521571116
0.02 0.08 0.05 326.519548937
0.02 0.08 0.06 326.532169587
0.02 0.08 0.07 326.515429211
0.02 0.08 0.08 326.906016894
0.02 0.082 0.01 327.262405897
0.02 0.082 0.02 326.634161295
0.02 0.082 0.03 326.630447367
0.02 0.082 0.04 326.62352426
0.02 0.082 0.05 326.620343607
0.02 0.082 0.06 326.633460302
0.02 0.082 0.07 326.61333369
0.02 0.082 0.08 326.618130359
0.02 0.084 0.01 326.741106236
0.02 0.084 0.02 326.728240698
0.02 0.084 0.03 326.721640555
0.02 0.084 0.04 326.720791804
0.02 0.084 0.05 326.714550476
0.02 0.084 0.06 326.730202305
0.02 0.084 0.07 326.706973861
0.02 0.084 0.08 326.708206592
0.02 0.086 0.01 326.82928078
0.02 0.086 0.02 326.815207556
0.02 0.086 0.03 326.804991806
0.02 0.086 0.04 326.808968343
0.02 0.086 0.05 326.800114321
0.02 0.086 0.06 326.817736377
0.02 0.086 0.07 326.793461112
0.02 0.086 0.08 326.787933812
0.02 0.088 0.01 326.901780074
0.02 0.088 0.02 326.889517932
0.02 0.088 0.03 326.879718725
0.02 0.088 0.04 326.882650534
0.02 0.088 0.05 326.87638673
0.02 0.088 0.06 326.889958016
0.02 0.088 0.07 326.866958137
0.02 0.088 0.08 327.285527915
0.02 0.09 0.01 326.955548391
0.02 0.09 0.02 326.946193907
0.02 0.09 0.03 326.937460999
0.02 0.09 0.04 326.938742479
0.02 0.09 0.05 326.937029232
0.02 0.09 0.06 326.936722663
0.02 0.09 0.07 326.921929327
0.02 0.09 0.08 327.829452298
0.02 0.092 0.01 326.97714305
0.02 0.092 0.02 326.976490642
0.02 0.092 0.03 326.967866228
0.02 0.092 0.04 326.96979812
0.02 0.092 0.05 326.969790146
0.02 0.092 0.06 326.958305119
0.02 0.092 0.07 326.952800642
0.02 0.092 0.08 327.411562876
0.02 0.094 0.01 326.975986144
0.02 0.094 0.02 326.969622159
0.02 0.094 0.03 326.962885152
0.02 0.094 0.04 326.967602302
0.02 0.094 0.05 326.96069048
0.02 0.094 0.06 326.95531788
0.02 0.094 0.07 326.947255081
0.02 0.094 0.08 326.931639974
0.02 0.096 0.01 326.91538075
0.02 0.096 0.02 326.911478103
0.02 0.096 0.03 326.908691747
0.02 0.096 0.04 326.915523015
0.02 0.096 0.05 326.906688632
0.02 0.096 0.06 326.903999501
0.02 0.096 0.07 326.891840739
0.02 0.096 0.08 326.88045453
0.02 0.098 0.01 326.79195371
0.02 0.098 0.02 326.791469768
0.02 0.098 0.03 326.789409226
0.02 0.098 0.04 326.796067534
0.02 0.098 0.05 326.791044411
0.02 0.098 0.06 326.781367844
0.02 0.098 0.07 326.770143937
0.02 0.098 0.08 327.710509158
0.02 0.1 0.01 326.591927753
0.02 0.1 0.02 326.592707771
0.02 0.1 0.03 326.596650841
0.02 0.1 0.04 326.599616238
0.02 0.1 0.05 326.59624393
0.02 0.1 0.06 326.583259038
0.02 0.1 0.07 326.572518632
0.02 0.1 0.08 327.770300905
0.02 0.102 0.01 326.837416896
0.02 0.102 0.02 326.296164045
0.02 0.102 0.03 326.30188479
0.02 0.102 0.04 326.302998251
0.02 0.102 0.05 326.311844005
0.02 0.102 0.06 326.289400552
0.02 0.102 0.07 326.284395982
0.02 0.102 0.08 327.006470062
0.02 0.104 0.01 326.273349224
0.02 0.104 0.02 325.879960768
0.02 0.104 0.03 325.888619094
0.02 0.104 0.04 325.887538505
0.02 0.104 0.05 325.910634388
0.02 0.104 0.06 325.882856922
0.02 0.104 0.07 325.877094757
0.02 0.104 0.08 325.870199623
0.02 0.106 0.01 325.322134701
0.02 0.106 0.02 325.329464474
0.02 0.106 0.03 325.336942929
0.02 0.106 0.04 325.333482967
0.02 0.106 0.05 325.358971134
0.02 0.106 0.06 325.339591826
0.02 0.106 0.07 325.334014714
0.02 0.106 0.08 325.326129022
0.02 0.108 0.01 324.594447147
0.02 0.108 0.02 324.612919115
0.02 0.108 0.03 324.620572567
0.02 0.108 0.04 324.614537164
0.02 0.108 0.05 324.639993511
0.02 0.108 0.06 324.624633815
0.02 0.108 0.07 324.61540957
0.02 0.108 0.08 324.60608285
0.02 0.11 0.01 323.655327016
0.02 0.11 0.02 323.669807312
0.02 0.11 0.03 323.676773664
0.02 0.11 0.04 323.678573185
0.02 0.11 0.05 323.699549066
0.02 0.11 0.06 323.68088567
0.02 0.11 0.07 323.686948178
0.02 0.11 0.08 323.668182969
0.02 0.112 0.01 322.430155833
0.02 0.112 0.02 322.445750985
0.02 0.112 0.03 322.442308323
0.02 0.112 0.04 322.442272325
0.02 0.112 0.05 322.458856625
0.02 0.112 0.06 322.447563614
0.02 0.112 0.07 322.450579152
0.02 0.112 0.08 322.433596111
0.02 0.114 0.01 320.56875479
0.02 0.114 0.02 320.614343359
0.02 0.114 0.03 320.614107035
0.02 0.114 0.04 320.611216687
0.02 0.114 0.05 320.618850666
0.02 0.114 0.06 320.615882573
0.02 0.114 0.07 320.618735199
0.02 0.114 0.08 320.569082329
0.02 0.116 0.01 319.36802505
0.02 0.116 0.02 319.365978837
0.02 0.116 0.03 319.365465719
0.02 0.116 0.04 319.364617242
0.02 0.116 0.05 319.365794404
0.02 0.116 0.06 319.366802532
0.02 0.116 0.07 319.367034567
0.02 0.116 0.08 319.371946311
0.02 0.118 0.01 319.307937845
0.02 0.118 0.02 319.307149516
0.02 0.118 0.03 319.306612379
0.02 0.118 0.04 319.307211771
0.02 0.118 0.05 319.307832028
0.02 0.118 0.06 319.308556476
0.02 0.118 0.07 319.308859924
0.02 0.118 0.08 319.311707133
0.02 0.12 0.01 319.265145082
0.02 0.12 0.02 319.264631918
0.02 0.12 0.03 319.264016956
0.02 0.12 0.04 319.264913798
0.02 0.12 0.05 319.265125743
0.02 0.12 0.06 319.265792064
0.02 0.12 0.07 319.265954027
0.02 0.12 0.08 319.267729157
0.02 0.122 0.01 319.228869529
0.02 0.122 0.02 319.228697043
0.02 0.122 0.03 319.22782837
0.02 0.122 0.04 319.228832042
0.02 0.122 0.05 319.228943087
0.02 0.122 0.06 319.229446443
0.02 0.122 0.07 319.230070841
0.02 0.122 0.08 319.230992522
0.02 0.124 0.01 319.197184269
0.02 0.124 0.02 319.197163323
0.02 0.124 0.03 319.196341144
0.02 0.124 0.04 319.197350329
0.02 0.124 0.05 319.197519667
0.02 0.124 0.06 319.197838792
0.02 0.124 0.07 319.198531897
0.02 0.124 0.08 319.199111919
0.02 0.126 0.01 319.169108123
0.02 0.126 0.02 319.169082542
0.02 0.126 0.03 319.168282242
0.02 0.126 0.04 319.169125819
0.02 0.126 0.05 319.169496506
0.02 0.126 0.06 319.169538268
0.02 0.126 0.07 319.170191765
0.02 0.126 0.08 319.170659327
0.02 0.128 0.01 319.143922716
0.02 0.128 0.02 319.143761208
0.02 0.128 0.03 319.143071581
0.02 0.128 0.04 319.143733215
0.02 0.128 0.05 319.14410203
0.02 0.128 0.06 319.144013551
0.02 0.128 0.07 319.144608643
0.02 0.128 0.08 319.145032278
0.02 0.13 0.01 319.121114793
0.02 0.13 0.02 319.120747649
0.02 0.13 0.03 319.120251437
0.02 0.13 0.04 319.120744837
0.02 0.13 0.05 319.121014374
0.02 0.13 0.06 319.12099808
0.02 0.13 0.07 319.121566841
0.02 0.13 0.08 319.520356246
0.02 0.132 0.01 319.100355809
0.02 0.132 0.02 319.099829923
0.02 0.132 0.03 319.099528582
0.02 0.132 0.04 319.099846899
0.02 0.132 0.05 319.100058166
0.02 0.132 0.06 319.100173815
0.02 0.132 0.07 319.100739772
0.02 0.132 0.08 319.998194782
0.02 0.134 0.01 319.081389717
0.02 0.134 0.02 319.080945258
0.02 0.134 0.03 319.080712496
0.02 0.134 0.04 319.080841249
0.02 0.134 0.05 319.081026956
0.02 0.134 0.06 319.081191655
0.02 0.134 0.07 319.081832253
0.02 0.134 0.08 319.336472537
0.02 0.136 0.01 319.064107697
0.02 0.136 0.02 319.063905775
0.02 0.136 0.03 319.063690444
0.02 0.136 0.04 319.063727502
0.02 0.136 0.05 319.063902896
0.02 0.136 0.06 319.064104409
0.02 0.136 0.07 319.064679552
0.02 0.136 0.08 319.065643994
0.02 0.138 0.01 319.048437511
0.02 0.138 0.02 319.048441341
0.02 0.138 0.03 319.04816115
0.02 0.138 0.04 319.048265025
0.02 0.138 0.05 319.048424511
0.02 0.138 0.06 319.048602968
0.02 0.138 0.07 319.049132989
0.02 0.138 0.08 319.049679408
0.02 0.14 0.01 319.034321462
0.02 0.14 0.02 319.034372787
0.02 0.14 0.03 319.034224582
0.02 0.14 0.04 319.034292262
0.02 0.14 0.05 319.034423934
0.02 0.14 0.06 319.034599057
0.02 0.14 0.07 319.035087637
0.02 0.14 0.08 319.035631625
0.02 0.142 0.01 319.021717464
0.02 0.142 0.02 319.021716086
0.02 0.142 0.03 319.021860055
0.02 0.142 0.04 319.021745045
0.02 0.142 0.05 319.021858922
0.02 0.142 0.06 319.022051577
0.02 0.142 0.07 319.022495836
0.02 0.142 0.08 319.022918654
0.02 0.144 0.01 319.01050676
0.02 0.144 0.02 319.010472612
0.02 0.144 0.03 319.378233097
0.02 0.144 0.04 319.010604468
0.02 0.144 0.05 319.010702528
0.02 0.144 0.06 319.010892104
0.02 0.144 0.07 319.011360656
0.02 0.144 0.08 319.011592696
0.02 0.146 0.01 319.000608634
0.02 0.146 0.02 319.000585847
0.02 0.146 0.03 319.000926824
0.02 0.146 0.04 319.000827591
0.02 0.146 0.05 319.000905906
0.02 0.146 0.06 319.001102063
0.02 0.146 0.07 319.001590426
0.02 0.146 0.08 319.001765262
0.02 0.148 0.01 318.992090933
0.02 0.148 0.02 318.992114913
0.02 0.148 0.03 318.992443094
0.02 0.148 0.04 318.992383032
0.02 0.148 0.05 318.992449287
0.02 0.148 0.06 318.992644062
0.02 0.148 0.07 318.993161422
0.02 0.148 0.08 318.993325044
0.02 0.15 0.01 318.984978516
0.02 0.15 0.02 318.984966875
0.02 0.15 0.03 318.985318497
0.02 0.15 0.04 318.985253939
0.02 0.15 0.05 318.985402234
0.02 0.15 0.06 318.985571434
0.02 0.15 0.07 318.986037853
0.02 0.15 0.08 318.986225943
0.02 0.152 0.01 318.979213926
0.02 0.152 0.02 318.979273509
0.02 0.152 0.03 318.979462505
0.02 0.152 0.04 318.979396524
0.02 0.152 0.05 318.979657023
0.02 0.152 0.06 318.979799085
0.02 0.152 0.07 318.980217175
0.02 0.152 0.08 318.980521755
0.02 0.154 0.01 318.974731875
0.02 0.154 0.02 318.974815408
0.02 0.154 0.03 318.974891699
0.02 0.154 0.04 318.974808624
0.02 0.154 0.05 318.975144288
0.02 0.154 0.06 318.975271501
0.02 0.154 0.07 318.975687499
0.02 0.154 0.08 318.976116164
0.02 0.156 0.01 318.971535386
0.02 0.156 0.02 318.971618171
0.02 0.156 0.03 318.971664867
0.02 0.156 0.04 318.971489094
0.02 0.156 0.05 318.97189298
0.02 0.156 0.06 318.971995746
0.02 0.156 0.07 318.972466045
0.02 0.156 0.08 318.973034935
0.02 0.158 0.01 318.969639133
0.02 0.158 0.02 318.969680557
0.02 0.158 0.03 318.969722733
0.02 0.158 0.04 318.969474011
0.02 0.158 0.05 318.96989679
0.02 0.158 0.06 318.96992719
0.02 0.158 0.07 318.970543536
0.02 0.158 0.08 318.971397711
0.02 0.16 0.01 318.969002942
0.02 0.16 0.02 318.968978137
0.02 0.16 0.03 318.969029463
0.02 0.16 0.04 318.968754979
0.02 0.16 0.05 318.969205909
0.02 0.16 0.06 318.96918432
0.02 0.16 0.07 318.969860887
0.02 0.16 0.08 318.970766769
